turn_index,session_id,enriched_transcript_chars,attachments_total_chars,messages_in_window,anchors_count,summary_chars,tokens_in,tokens_out,cost_usd,latency_ms,cache_hit_kind,last_resolved_tier,scenario,attachment_size_kb,repeat,memory_drift_score,memory_drift_passed,latency_budget_passed,cost_budget_passed,attachment_recall_passed
1,9b14d969-5933-49bd-b142-75506a7598d6,15497,15419,2,0,0,9445,132,0.001496,3369,none,default,contradiction,5,0,1.0,True,True,True,False
2,9b14d969-5933-49bd-b142-75506a7598d6,64,0,4,0,0,6391,133,0.001038,4230,none,default,contradiction,5,0,0.0,False,False,True,
3,9b14d969-5933-49bd-b142-75506a7598d6,63,0,6,0,0,6552,137,0.001065,2856,none,default,contradiction,5,0,0.0,False,True,True,
4,9b14d969-5933-49bd-b142-75506a7598d6,52,0,8,0,0,6704,138,0.001088,2573,none,default,contradiction,5,0,0.0,False,True,True,
5,9b14d969-5933-49bd-b142-75506a7598d6,59,0,10,0,0,6868,142,0.001115,3765,none,default,contradiction,5,0,0.0,False,True,True,
6,9b14d969-5933-49bd-b142-75506a7598d6,47,0,12,0,0,7020,136,0.001135,3056,none,default,contradiction,5,0,0.2,False,True,True,
6,9b14d969-5933-49bd-b142-75506a7598d6,50,0,12,0,315,11007,192,0.001766,4820,none,default,contradiction,5,0,0.1667,False,False,True,
6,9b14d969-5933-49bd-b142-75506a7598d6,79,0,12,0,389,4623,213,0.000821,4404,none,default,contradiction,5,0,0.2857,False,False,True,
6,9b14d969-5933-49bd-b142-75506a7598d6,58,0,12,2,389,4021,138,0.000686,3800,none,default,contradiction,5,0,0.25,False,True,True,
6,9b14d969-5933-49bd-b142-75506a7598d6,48,0,12,2,459,4800,217,0.00085,4771,none,default,contradiction,5,0,0.375,False,False,True,
6,9b14d969-5933-49bd-b142-75506a7598d6,43,0,12,2,537,4822,227,0.00086,4728,none,default,contradiction,5,0,0.375,False,False,True,
6,9b14d969-5933-49bd-b142-75506a7598d6,45,0,12,2,615,4836,242,0.000871,5456,none,default,contradiction,5,0,0.5,False,False,True,
6,9b14d969-5933-49bd-b142-75506a7598d6,45,0,12,2,693,4872,265,0.00089,5219,none,default,contradiction,5,0,0.625,False,False,True,
6,9b14d969-5933-49bd-b142-75506a7598d6,51,0,12,2,766,4912,269,0.000898,5281,none,default,contradiction,5,0,0.625,False,False,True,
6,9b14d969-5933-49bd-b142-75506a7598d6,38,0,12,2,846,4914,295,0.000914,7578,none,default,contradiction,5,0,0.625,False,False,True,
6,9b14d969-5933-49bd-b142-75506a7598d6,45,0,12,2,928,4928,295,0.000916,6367,none,default,contradiction,5,0,0.625,False,False,True,
6,9b14d969-5933-49bd-b142-75506a7598d6,38,0,12,2,1022,4946,312,0.000929,6119,none,default,contradiction,5,0,0.625,False,False,True,
6,9b14d969-5933-49bd-b142-75506a7598d6,38,0,12,2,1092,4995,335,0.00095,6239,none,default,contradiction,5,0,0.625,False,False,True,
6,9b14d969-5933-49bd-b142-75506a7598d6,39,0,12,2,1179,5034,344,0.000962,9412,none,default,contradiction,5,0,0.625,False,False,True,
6,9b14d969-5933-49bd-b142-75506a7598d6,37,0,12,2,1239,5038,351,0.000966,6277,none,default,contradiction,5,0,0.625,False,False,True,
1,d5302485-5fcf-4af0-9690-e35a852cf3bf,60139,60061,2,0,0,28314,148,0.004336,3895,none,default,contradiction,20,0,1.0,True,True,True,False
2,d5302485-5fcf-4af0-9690-e35a852cf3bf,64,0,4,0,0,15846,148,0.002466,3634,none,default,contradiction,20,0,0.0,False,True,True,
3,d5302485-5fcf-4af0-9690-e35a852cf3bf,63,0,6,0,0,16032,157,0.002499,3027,none,default,contradiction,20,0,0.0,False,True,True,
4,d5302485-5fcf-4af0-9690-e35a852cf3bf,52,0,8,0,0,16205,154,0.002523,2998,none,default,contradiction,20,0,0.0,False,True,True,
5,d5302485-5fcf-4af0-9690-e35a852cf3bf,59,0,10,0,0,16390,156,0.002552,3440,none,default,contradiction,20,0,0.0,False,True,True,
6,d5302485-5fcf-4af0-9690-e35a852cf3bf,47,0,12,0,0,16560,149,0.002573,2995,none,default,contradiction,20,0,0.0,False,True,True,
6,d5302485-5fcf-4af0-9690-e35a852cf3bf,50,0,12,0,549,30019,251,0.004653,15142,none,default,contradiction,20,0,0.0,False,False,True,
6,d5302485-5fcf-4af0-9690-e35a852cf3bf,79,0,12,0,619,4846,258,0.000882,6634,none,default,contradiction,20,0,0.1429,False,False,True,
6,d5302485-5fcf-4af0-9690-e35a852cf3bf,58,0,12,2,619,4178,152,0.000718,2699,none,default,contradiction,20,0,0.125,False,True,True,
6,d5302485-5fcf-4af0-9690-e35a852cf3bf,48,0,12,2,680,5033,264,0.000913,5376,none,default,contradiction,20,0,0.25,False,False,True,
6,d5302485-5fcf-4af0-9690-e35a852cf3bf,43,0,12,2,733,5051,273,0.000921,5745,none,default,contradiction,20,0,0.375,False,False,True,
6,d5302485-5fcf-4af0-9690-e35a852cf3bf,45,0,12,2,847,5064,304,0.000942,6952,none,default,contradiction,20,0,0.5,False,False,True,
6,d5302485-5fcf-4af0-9690-e35a852cf3bf,45,0,12,2,903,5125,313,0.000957,21175,none,default,contradiction,20,0,0.625,False,False,True,
6,d5302485-5fcf-4af0-9690-e35a852cf3bf,51,0,12,2,1025,5139,332,0.00097,6487,none,default,contradiction,20,0,0.625,False,False,True,
6,d5302485-5fcf-4af0-9690-e35a852cf3bf,38,0,12,2,1129,5184,354,0.00099,5963,none,default,contradiction,20,0,0.625,False,False,True,
6,d5302485-5fcf-4af0-9690-e35a852cf3bf,45,0,12,2,1041,5227,332,0.000983,5406,none,default,contradiction,20,0,0.625,False,False,True,
6,d5302485-5fcf-4af0-9690-e35a852cf3bf,38,0,12,2,1089,5197,339,0.000983,6451,none,default,contradiction,20,0,0.625,False,False,True,
6,d5302485-5fcf-4af0-9690-e35a852cf3bf,38,0,12,2,1131,5244,362,0.001004,7071,none,default,contradiction,20,0,0.625,False,False,True,
6,d5302485-5fcf-4af0-9690-e35a852cf3bf,39,0,12,2,1218,5250,370,0.001009,7196,none,default,contradiction,20,0,0.625,False,False,True,
6,d5302485-5fcf-4af0-9690-e35a852cf3bf,37,0,12,2,1393,5270,396,0.001028,7416,none,default,contradiction,20,0,0.625,False,False,True,
1,ad647c75-03b6-42c3-b803-791d8ac875b2,60139,60061,2,0,0,28293,128,0.004321,3973,none,default,contradiction,50,0,1.0,True,True,True,False
2,ad647c75-03b6-42c3-b803-791d8ac875b2,64,0,4,0,0,15808,130,0.002449,2989,none,default,contradiction,50,0,0.0,False,True,True,
3,ad647c75-03b6-42c3-b803-791d8ac875b2,63,0,6,0,0,15967,124,0.002469,4727,none,default,contradiction,50,0,0.0,False,False,True,
4,ad647c75-03b6-42c3-b803-791d8ac875b2,52,0,8,0,0,16112,127,0.002493,3169,none,default,contradiction,50,0,0.0,False,True,True,
5,ad647c75-03b6-42c3-b803-791d8ac875b2,59,0,10,0,0,16268,128,0.002517,2750,none,default,contradiction,50,0,0.0,False,True,True,
6,ad647c75-03b6-42c3-b803-791d8ac875b2,47,0,12,0,0,16420,132,0.002542,3082,none,default,contradiction,50,0,0.0,False,True,True,
6,ad647c75-03b6-42c3-b803-791d8ac875b2,50,0,12,0,523,29829,226,0.00461,7360,none,default,contradiction,50,0,0.0,False,False,True,
6,ad647c75-03b6-42c3-b803-791d8ac875b2,79,0,12,0,600,4668,244,0.000847,4994,none,default,contradiction,50,0,0.1429,False,False,True,
6,ad647c75-03b6-42c3-b803-791d8ac875b2,58,0,12,2,600,4017,129,0.00068,2517,none,default,contradiction,50,0,0.125,False,True,True,
6,ad647c75-03b6-42c3-b803-791d8ac875b2,48,0,12,2,742,4828,262,0.000881,5059,none,default,contradiction,50,0,0.25,False,False,True,
6,ad647c75-03b6-42c3-b803-791d8ac875b2,43,0,12,2,802,4868,267,0.00089,5685,none,default,contradiction,50,0,0.375,False,False,True,
6,ad647c75-03b6-42c3-b803-791d8ac875b2,45,0,12,2,898,4896,289,0.000908,6930,none,default,contradiction,50,0,0.5,False,False,True,
6,ad647c75-03b6-42c3-b803-791d8ac875b2,45,0,12,2,948,4927,298,0.000918,5526,none,default,contradiction,50,0,0.625,False,False,True,
6,ad647c75-03b6-42c3-b803-791d8ac875b2,51,0,12,2,948,4954,295,0.00092,6095,none,default,contradiction,50,0,0.625,False,False,True,
6,ad647c75-03b6-42c3-b803-791d8ac875b2,38,0,12,2,1017,4944,312,0.000929,6228,none,default,contradiction,50,0,0.625,False,False,True,
6,ad647c75-03b6-42c3-b803-791d8ac875b2,45,0,12,2,1064,4967,320,0.000937,7277,none,default,contradiction,50,0,0.625,False,False,True,
6,ad647c75-03b6-42c3-b803-791d8ac875b2,38,0,12,2,1152,4972,334,0.000946,7781,none,default,contradiction,50,0,0.625,False,False,True,
6,ad647c75-03b6-42c3-b803-791d8ac875b2,38,0,12,2,1207,5036,358,0.00097,6584,none,default,contradiction,50,0,0.625,False,False,True,
6,ad647c75-03b6-42c3-b803-791d8ac875b2,39,0,12,2,1290,5046,358,0.000972,7271,none,default,contradiction,50,0,0.625,False,False,True,
6,ad647c75-03b6-42c3-b803-791d8ac875b2,37,0,12,2,1380,5067,379,0.000987,6903,none,default,contradiction,50,0,0.625,False,False,True,
1,3e693477-fc9e-44c8-86d9-8cb957c5171b,60140,60062,2,0,0,28295,133,0.004324,5710,none,default,contradiction,100,0,1.0,True,False,True,False
2,3e693477-fc9e-44c8-86d9-8cb957c5171b,64,0,4,0,0,15818,142,0.002458,8333,none,default,contradiction,100,0,0.0,False,False,True,
3,3e693477-fc9e-44c8-86d9-8cb957c5171b,63,0,6,0,0,15984,141,0.002482,2995,none,default,contradiction,100,0,0.0,False,True,True,
4,3e693477-fc9e-44c8-86d9-8cb957c5171b,52,0,8,0,0,16134,146,0.002508,3030,none,default,contradiction,100,0,0.0,False,True,True,
5,3e693477-fc9e-44c8-86d9-8cb957c5171b,59,0,10,0,0,16318,150,0.002538,8150,none,default,contradiction,100,0,0.25,False,False,True,
6,3e693477-fc9e-44c8-86d9-8cb957c5171b,47,0,12,0,0,16476,152,0.002563,3461,none,default,contradiction,100,0,0.4,False,True,True,
6,3e693477-fc9e-44c8-86d9-8cb957c5171b,50,0,12,0,395,29900,235,0.004626,17515,none,default,contradiction,100,0,0.3333,False,False,True,
6,3e693477-fc9e-44c8-86d9-8cb957c5171b,79,0,12,0,477,4714,251,0.000858,4999,none,default,contradiction,100,0,0.4286,False,False,True,
6,3e693477-fc9e-44c8-86d9-8cb957c5171b,58,0,12,2,477,4088,148,0.000702,2888,none,default,contradiction,100,0,0.375,False,True,True,
6,3e693477-fc9e-44c8-86d9-8cb957c5171b,48,0,12,2,585,4884,250,0.000883,5176,none,default,contradiction,100,0,0.375,False,False,True,
6,3e693477-fc9e-44c8-86d9-8cb957c5171b,43,0,12,2,642,4922,261,0.000895,5346,none,default,contradiction,100,0,0.375,False,False,True,
6,3e693477-fc9e-44c8-86d9-8cb957c5171b,45,0,12,2,697,4945,273,0.000906,5237,none,default,contradiction,100,0,0.5,False,False,True,
6,3e693477-fc9e-44c8-86d9-8cb957c5171b,45,0,12,2,760,4971,285,0.000917,5156,none,default,contradiction,100,0,0.625,False,False,True,
6,3e693477-fc9e-44c8-86d9-8cb957c5171b,51,0,12,2,848,4997,304,0.000932,5401,none,default,contradiction,100,0,0.625,False,False,True,
6,3e693477-fc9e-44c8-86d9-8cb957c5171b,38,0,12,2,903,5001,310,0.000936,5904,none,default,contradiction,100,0,0.625,False,False,True,
6,3e693477-fc9e-44c8-86d9-8cb957c5171b,45,0,12,2,1031,5013,331,0.000951,8594,none,default,contradiction,100,0,0.625,False,False,True,
6,3e693477-fc9e-44c8-86d9-8cb957c5171b,38,0,12,2,1032,5060,330,0.000957,6051,none,default,contradiction,100,0,0.625,False,False,True,
6,3e693477-fc9e-44c8-86d9-8cb957c5171b,38,0,12,2,1090,5083,358,0.000977,6443,none,default,contradiction,100,0,0.625,False,False,True,
6,3e693477-fc9e-44c8-86d9-8cb957c5171b,39,0,12,2,1181,5094,349,0.000973,6336,none,default,contradiction,100,0,0.625,False,False,True,
6,3e693477-fc9e-44c8-86d9-8cb957c5171b,37,0,12,2,1146,5108,343,0.000972,6159,none,default,contradiction,100,0,0.625,False,False,True,
